武將编号,武將,容貌,性別,生年,登場年,仕官年,卒年,死因,相性,势力,军团,所属,所在,身份,官职,忠诚,lp12A,统率,武力,智力,政治,魅力,伤病,主义,政策,政策等级,声音,语调,lp117,配偶,義兄,血缘,父亲,母亲,世代
59,王肃,600,男,195,209,0,256,0,34,,,下邳,下邳,未登场,无,0,,35,21,76,78,74,健康,礼教,太学,3,恭敬男,恭敬男,0,,,王朗,王朗,,2
135,何曾,148,男,199,216,0,278,0,30,,,许昌,许昌,未登场,无,0,,35,23,70,78,55,健康,礼教,区域巡回,3,恭敬男,恭敬男,0,,,何曾,,,1
187,桓邻,1138,男,173,192,192,226,1,139,士燮,士燮,交趾,交趾,太守,簿曹从事,120,,34,23,64,66,58,健康,礼教,户籍整理,2,普通男,普通男,0,,,桓邻,,,1
484,薛综,363,男,187,206,0,243,0,128,,,小沛,小沛,未登场,无,0,,34,16,72,79,64,健康,名利,地势研究,3,恭敬男,恭敬男,0,,,薛综,,,1
581,孙朗,381,男,187,201,201,226,0,125,孙坚,孙坚,武陵,孙朗,普通,无,100,,34,43,30,40,42,健康,割据,培养水军,1,恭敬男,恭敬男,0,,,孙坚,孙坚,吴国太,2
571,孙霸,857,男,227,241,0,250,1,130,,,吴,吴,未登场,无,0,,34,60,61,63,71,健康,霸道,火计研究,3,自大男,自大男,0,,,孙坚,孙权,,3
631,张昭,102,男,156,194,194,236,0,120,陶谦,陶谦,下邳,下邳,普通,议曹从事,100,,33,3,84,100,81,健康,礼教,经世济民,2,自大男,自大男,0,,,张昭,,,1
192,戏志才,493,男,157,184,197,194,0,22,曹操,曹操,小沛,小沛,普通,功曹,100,,33,7,85,73,55,健康,霸道,地势研究,4,策士男,策士男,0,,,戏志才,,,1
793,糜竺,162,男,165,184,187,220,1,77,陶谦,陶谦,下邳,下邳,普通,功曹,100,,33,29,77,85,84,健康,礼教,改善岁出,4,恭敬男,恭敬男,0,,,糜竺,,,1
1049,公输般,966,男,170,184,0,268,0,135,,,,,死亡,无,0,,33,16,71,56,62,健康,名利,强化兵器,6,普通男,普通男,0,,,公输般,,,0
22,卫臻,1109,男,176,195,195,250,0,21,曹操,曹操,小沛,小沛,普通,无,100,,33,26,81,72,68,健康,礼教,工法改革,4,恭敬男,恭敬男,0,,,卫兹,卫兹,,2
377,习祯,1173,男,181,209,0,218,0,70,,,襄阳,襄阳,未登场,无,0,,33,29,67,73,69,健康,名利,工法改革,3,恭敬男,恭敬男,0,,,习祯,,,1
930,刘基,1286,男,184,197,197,232,0,134,张超,张超,建业,吴,普通,无,100,,33,35,60,69,79,健康,王道,改善岁出,3,恭敬男,恭敬男,0,,,刘岱,刘繇,,2
304,顾谭,486,男,205,219,0,246,0,120,,,吴,吴,未登场,无,0,,33,23,69,77,75,健康,礼教,太学,3,恭敬男,恭敬男,0,,,顾雍,顾邵,,3
722,党均,612,男,229,248,0,264,0,40,,,襄阳,襄阳,未登场,无,0,,33,23,77,56,45,健康,名利,纵横术,3,策士男,策士男,0,,,党均,,,1
129,何氏,580,女,150,184,190,189,1,81,曹操,曹操,洛阳,洛阳,普通,无,100,,32,34,65,67,60,健康,名利,纵横术,1,妖艳女,妖艳女,0,,,何进,,,1
822,逢纪,112,男,153,184,189,202,1,110,袁绍,袁绍,南皮,南皮,普通,无,100,,32,21,84,70,39,健康,名利,地势研究,4,狡猾男,狡猾男,0,,,逢纪,,,1
277,耿武,828,男,154,184,189,191,1,91,韩馥,韩馥,邺,邺,普通,记室,100,,32,40,61,71,55,健康,王道,贯彻政令,3,普通男,普通男,0,,,耿武,,,1
673,陈群,105,男,167,186,197,235,0,28,曹操,曹操,许昌,许昌,普通,别驾从事,100,,32,14,74,97,73,健康,礼教,贯彻政令,5,恭敬男,恭敬男,0,,,陈群,,,1
1064,孛儿帖,974,女,170,184,0,268,0,145,,,,,死亡,无,0,,32,16,72,82,88,健康,王道,太学,4,贤明女,贤明女,0,成吉思汗,,孛儿帖,,,0
1411,江真,2079,女,170,184,0,239,0,0,,,,,死亡,无,0,,32,81,5,55,32,健康,我道,改善岁出,5,勇敢女,勇敢女,255,,,江真,,,1
386,朱铄,815,男,174,196,196,253,0,27,董卓,张绣,天水,天水,普通,无,100,,32,35,55,66,40,健康,名利,纵横术,1,自大男,自大男,0,,,朱铄,,,1
328,崔林,792,男,177,196,196,244,0,22,袁绍,袁绍,北海,北海,普通,无,100,,32,22,66,78,76,健康,王道,三令五申,3,恭敬男,恭敬男,0,,,崔琰,,,1
48,王业,128,男,220,239,0,280,0,33,,,武陵,武陵,未登场,无,0,,32,6,35,68,50,健康,名利,墨守研究,2,狡猾男,狡猾男,0,,,王业,,,1
404,钟毓,536,男,223,238,0,263,0,22,,,许昌,许昌,未登场,无,0,,32,12,71,75,70,健康,礼教,兵站改革,3,恭敬男,恭敬男,0,,,钟繇,钟繇,,2
914,李孚,797,男,162,184,199,210,0,106,袁绍,袁绍,北海,北海,普通,无,100,,31,36,74,71,67,健康,礼教,区域振兴,3,策士男,策士男,0,,,李孚,,,1
38,阎圃,170,男,163,187,189,231,0,18,张鲁,张鲁,上庸,上庸,普通,议曹从事,100,,31,25,82,87,70,健康,名利,贯彻政令,4,恭敬男,恭敬男,0,,,阎圃,,,1
502,曹华,1200,女,199,213,0,248,0,25,,,许昌,许昌,未登场,无,0,,31,2,60,51,65,健康,礼教,改善岁出,2,普通女,普通女,0,,,曹操,曹操,,2
542,孙和,287,男,224,238,0,253,1,125,,,吴,吴,未登场,无,0,,31,39,67,71,73,健康,割据,户籍整理,3,恭敬男,恭敬男,0,,,孙坚,孙权,,3
657,张布,395,男,225,244,0,264,1,113,,,吴,吴,未登场,无,0,,31,24,70,67,40,健康,名利,火计研究,3,狡猾男,狡猾男,0,,,张布,,,1
280,孔融,58,男,153,184,195,208,1,43,陶谦,陶谦,下邳,下邳,普通,记室,100,,30,5,72,78,66,健康,礼教,太学,3,威严男,威严男,0,,,孔融,,,1
292,吴国太,736,女,161,184,184,216,0,125,孙坚,孙坚,长沙,长沙,普通,无,150,,30,21,67,74,75,健康,王道,本草学,3,普通女,普通女,0,孙坚,,吴国太,,,1
28,袁涣,786,男,165,184,199,225,0,35,孔伷,孔伷,汝南,汝南,普通,议曹从事,100,,30,17,72,85,83,健康,礼教,户籍整理,4,恭敬男,恭敬男,0,,,袁涣,,,1
1047,郭隗,964,男,170,184,0,268,0,50,,,,,死亡,无,0,,30,21,82,83,75,健康,礼教,先从隗始,3,恭敬男,恭敬男,0,,,郭隗,,,0
864,杨氏,849,女,175,192,192,214,1,70,马腾,马腾,武威,武威,普通,无,100,,30,24,42,48,62,健康,割据,扩张城墙,2,勇敢女,勇敢女,0,,,杨氏,,,1
993,卢毓,1298,男,183,207,0,257,0,75,,,蓟,蓟,未登场,无,0,,30,23,71,79,78,健康,礼教,本草学,3,恭敬男,恭敬男,0,,,卢植,卢植,,2
905,李衡,1276,男,204,223,0,263,0,136,,,襄阳,襄阳,未登场,无,0,,30,24,63,70,52,健康,名利,区域巡回,3,普通男,普通男,0,,,李衡,,,1
504,曹羲,365,男,210,224,0,249,1,19,,,许昌,许昌,未登场,无,0,,30,26,50,53,45,健康,王道,强化雁行,1,恭敬男,恭敬男,0,,,曹操,曹真,,3
422,蒋斌,608,男,216,230,0,263,1,78,,,零陵,零陵,未登场,无,0,,30,23,64,73,71,健康,王道,扩张城墙,3,恭敬男,恭敬男,0,,,蒋琬,蒋琬,,2
524,宋忠,856,男,154,184,199,235,0,38,刘表,刘表,襄阳,襄阳,普通,无,100,,29,30,64,53,52,健康,礼教,太学,2,策士男,策士男,0,,,宋忠,,,1
36,阎象,518,男,158,187,189,199,0,136,袁术,袁术,宛,宛,普通,师友从事,100,,29,27,70,74,58,健康,礼教,区域振兴,3,恭敬男,恭敬男,0,,,阎象,,,1
296,胡车儿,292,男,164,188,188,206,0,148,董卓,张绣,天水,天水,普通,无,100,,29,82,41,2,24,健康,我道,强化方圆,4,豪杰男,豪杰男,0,,,胡车儿,,,1
1065,拉琪,978,女,170,184,0,268,0,1,,,,,死亡,无,0,,29,65,70,61,25,健康,我道,侵略荒废,3,妖艳女,妖艳女,0,,,拉琪,,,0
433,诸葛均,298,男,185,208,0,252,0,76,,,下邳,下邳,未登场,无,0,,29,25,51,65,67,健康,礼教,兵站改革,2,普通男,普通男,0,,,诸葛亮,,,1
509,曹宪,1201,女,194,208,0,253,0,25,,,许昌,许昌,未登场,无,0,,29,5,62,52,63,健康,礼教,贯彻政令,2,普通女,普通女,0,,,曹操,曹操,,2
717,滕胤,231,男,194,221,0,256,1,116,,,北海,北海,未登场,无,0,,29,41,71,76,64,健康,礼教,户籍整理,3,恭敬男,恭敬男,0,,,滕胤,,,1
357,射坚,1165,男,164,184,199,222,0,83,董卓,张绣,天水,天水,普通,功曹,100,,28,34,66,72,71,健康,礼教,本草学,3,普通男,普通男,0,,,射坚,,,1
427,向朗,353,男,167,196,196,247,0,79,刘表,刘表,江夏,江夏,普通,劝学从事,100,,28,16,72,74,69,健康,礼教,区域巡回,3,恭敬男,恭敬男,0,,,向宠,,,1
654,赵范,65,男,168,187,190,218,0,83,韩馥,韩馥,邺,邺,普通,无,100,,28,21,32,58,56,健康,名利,区域巡回,2,恭敬男,恭敬男,0,,,赵范,,,1
1067,耶律楚材,976,男,170,184,0,268,0,135,,,,,死亡,无,0,,28,30,85,98,83,健康,礼教,经世济民,3,恭敬男,恭敬男,0,,,耶律楚材,,,0
78,王累,244,男,173,192,0,211,1,57,刘备,刘备,永安,永安,普通,部郡从事,197,,28,30,78,77,72,健康,礼教,户籍整理,3,恭敬男,恭敬男,0,,,王累,,,1
75,王谋,1118,男,174,198,198,226,0,64,刘备,张任,江州,江州,普通,无,100,,28,16,62,75,71,健康,礼教,改善岁出,3,恭敬男,恭敬男,0,,,王谋,,,1
577,孙虑,1214,男,213,227,0,232,0,125,,,吴,吴,未登场,无,0,,28,12,74,76,79,健康,礼教,强化兵器,3,恭敬男,恭敬男,0,,,孙坚,孙权,,3
569,孙綝,378,男,231,250,0,258,1,115,,,吴,吴,未登场,无,0,,28,46,65,17,6,健康,我道,地势研究,2,自大男,自大男,0,,,孙坚,,,4
335,是仪,1159,男,161,184,195,241,0,132,袁绍,袁绍,平原,平原,普通,簿曹从事,100,,27,11,81,83,74,健康,王道,贯彻政令,4,恭敬男,恭敬男,0,,,是仪,,,1
163,甘氏,576,女,175,189,199,210,0,75,陶谦,陶谦,下邳,下邳,普通,无,100,,27,5,58,60,72,健康,礼教,区域振兴,3,普通女,普通女,0,,,甘氏,,,1
42,王允,171,男,137,184,192,192,1,92,曹操,曹操,陈留,陈留,普通,无,100,,26,6,67,80,77,健康,名利,区域振兴,4,恭敬男,恭敬男,0,,,王允,,,1
270,孔伷,57,男,151,184,189,194,0,35,孔伷,孔伷,汝南,汝南,君主,无,250,,26,16,67,81,69,健康,礼教,贯彻政令,3,恭敬男,恭敬男,0,,,孔伷,,,1
160,韩珩,1131,男,153,184,203,206,0,101,张杨,张杨,晋阳,晋阳,普通,无,100,,26,18,60,70,71,健康,礼教,贯彻政令,3,恭敬男,恭敬男,0,,,韩珩,,,1
146,韩胤,280,男,155,184,189,197,1,140,袁术,袁术,宛,宛,普通,主簿,100,,26,29,64,55,50,健康,名利,区域振兴,2,狡猾男,狡猾男,0,,,韩胤,,,1
55,王思,1115,男,168,187,199,246,0,34,曹操,曹操,小沛,小沛,普通,无,100,,26,30,63,78,28,健康,名利,区域振兴,3,策士男,策士男,0,,,王思,,,1
1025,苏秦,942,男,170,184,0,268,0,55,,,,,死亡,无,0,,26,15,93,87,82,健康,名利,纵横术,6,策士男,策士男,0,,,苏秦,,,0
1402,班翠,2065,女,170,184,0,239,0,0,,,,,死亡,无,0,,26,8,15,2,53,健康,霸道,开发设施,4,勇敢女,勇敢女,255,,,班翠,,,1
582,孙鲁班,779,女,202,216,0,263,0,125,,,吴,吴,未登场,无,0,,26,38,74,69,65,健康,我道,墨守研究,3,妖艳女,妖艳女,0,,,孙坚,孙权,步练师,3
167,韩嵩,250,男,154,184,199,210,0,40,刘表,刘表,江陵,江陵,太守,部郡从事,100,,25,15,70,75,60,健康,礼教,纵横术,3,恭敬男,恭敬男,0,,,韩嵩,,,1
735,董昭,263,男,156,184,189,236,0,21,袁绍,袁绍,北平,北平,普通,部郡从事,100,,25,25,86,82,60,健康,名利,开发运输,4,策士男,策士男,0,,,董昭,,,1
91,华歆,195,男,157,184,189,231,0,10,董卓,董卓,长安,长安,普通,中书令,100,,25,33,82,84,14,健康,名利,改善岁出,4,恭敬男,恭敬男,0,,,华歆,,,1
185,简雍,174,男,164,184,184,225,0,73,刘备,刘备,成都,成都,普通,无,100,,25,35,70,72,75,健康,名利,纵横术,3,普通男,普通男,0,,,简雍,,,1
429,徐奕,1183,男,167,191,191,219,0,27,陶谦,陶谦,下邳,下邳,普通,无,100,,25,11,60,77,71,健康,王道,贯彻政令,3,普通男,普通男,0,,,徐奕,,,1
949,刘度,73,男,168,187,193,214,0,134,士燮,士燮,交趾,交趾,普通,虎威将军,100,,25,23,26,49,52,健康,名利,改善岁出,1,狡猾男,狡猾男,0,,,刘度,,,1
1024,张仪,941,男,170,184,0,268,0,35,,,,,死亡,无,0,,25,16,92,88,10,健康,名利,纵横术,6,策士男,策士男,0,,,张仪,,,0
15,殷礼,1107,男,199,217,0,256,0,115,,,吴,吴,未登场,无,0,,25,14,72,63,64,健康,名利,本草学,3,恭敬男,恭敬男,0,,,殷礼,,,1
779,潘氏,1247,女,217,231,0,252,0,125,,,会稽,会稽,未登场,无,0,,25,42,69,44,50,健康,我道,改善岁出,2,妖艳女,妖艳女,0,,,潘氏,,,1
343,士孙瑞,1161,男,129,184,189,195,1,90,董卓,董卓,长安,长安,普通,记室,100,,24,13,65,73,68,健康,礼教,纵横术,3,恭敬男,恭敬男,0,,,士孙瑞,,,1
617,张纮,101,男,153,194,194,212,0,122,张超,张超,寿春,乌程港,普通,簿曹从事,100,,24,22,86,96,84,健康,礼教,扩张城墙,5,恭敬男,恭敬男,0,,,张纮,,,1
25,袁胤,169,男,163,184,189,199,1,140,袁术,袁术,宛,宛,普通,无,120,,24,14,39,41,43,健康,名利,开发设施,1,策士男,策士男,0,,,袁绍,,,2
43,王楷,1112,男,163,187,199,199,0,133,曹操,曹操,陈留,王楷,普通,无,100,,24,20,57,64,46,健康,礼教,纵横术,2,普通男,普通男,0,,,王楷,,,1
7,殷观,1103,男,166,195,195,218,0,81,刘备,张任,涪水关,涪水关,太守,无,100,,24,25,63,69,58,健康,名利,区域振兴,2,策士男,策士男,0,,,殷观,,,1
701,郑度,863,男,168,192,192,215,0,50,刘备,张任,梓潼,梓潼,普通,无,100,,24,28,74,50,21,健康,名利,火计研究,3,策士男,策士男,0,,,郑度,,,1
61,王祥,129,男,184,203,203,268,0,32,张超,张超,广陵,建业,普通,记室,100,,24,19,68,77,85,健康,礼教,本草学,3,恭敬男,恭敬男,0,,,王祥,,,1
991,令狐愚,1297,男,194,218,0,249,0,1,,,晋阳,晋阳,未登场,无,0,,24,38,66,50,19,健康,我道,火计研究,2,狡猾男,狡猾男,0,,,令狐愚,,,1
918,李丰,652,男,204,223,0,254,1,20,,,长安,长安,未登场,无,0,,24,33,66,71,63,健康,王道,强化兵器,3,威严男,威严男,0,,,李丰,,,1
964,刘理,1292,男,211,225,0,244,0,75,,,蓟,蓟,未登场,无,0,,24,21,53,51,63,健康,王道,三令五申,2,普通男,普通男,0,,,刘备,刘备,,1
50,王元姬,575,女,217,231,0,268,0,34,,,下邳,下邳,未登场,无,0,,24,18,80,72,86,健康,礼教,强化鹤翼,4,贤明女,贤明女,0,,,王朗,王肃,,3
861,杨弘,517,男,152,184,189,199,0,140,袁术,袁术,宛,宛,普通,功曹,100,,23,15,77,61,48,健康,割据,纵横术,3,策士男,策士男,0,,,杨弘,,,1
635,张承,1223,男,156,184,190,215,0,22,张超,张超,吴,吴,太守,无,100,,23,18,73,71,68,健康,礼教,户籍整理,3,恭敬男,恭敬男,0,,,张范,,,1
252,侯氏,1147,女,158,184,200,199,1,65,袁绍,袁绍,南皮,南皮,普通,无,100,,23,22,47,54,60,健康,礼教,强化方圆,2,普通女,普通女,0,公孙瓒,,侯氏,,,1
633,张绍,393,男,202,216,0,264,0,78,,,蓟,蓟,未登场,无,0,,23,32,31,59,46,健康,割据,区域巡回,1,狡猾男,狡猾男,0,,,张飞,张飞,,2
995,楼玄,617,男,223,242,0,275,1,130,,,小沛,小沛,未登场,无,0,,23,21,67,77,80,健康,霸道,培养水军,4,恭敬男,恭敬男,0,,,楼玄,,,1
327,蔡邕,870,男,133,184,189,192,1,22,董卓,董卓,长安,长安,普通,光禄大夫,100,,22,12,86,82,87,健康,礼教,太学,4,恭敬男,恭敬男,0,,,蔡邕,,,1
877,杨彪,874,男,142,184,189,225,0,91,董卓,董卓,长安,长安,普通,从事祭酒,100,,22,17,69,76,72,健康,礼教,户籍整理,3,恭敬男,恭敬男,0,,,杨彪,,,1
8,阴夔,1104,男,152,184,190,206,0,120,韩馥,韩馥,邺,邺,普通,功曹,100,,22,27,64,75,65,健康,名利,纵横术,3,狡猾男,狡猾男,0,,,阴夔,,,1
158,韩玄,52,男,163,184,199,208,1,9,董卓,张绣,天水,天水,普通,无,100,,22,33,7,4,1,健康,我道,墨守研究,1,狡猾男,狡猾男,0,,,韩玄,,,1
559,孙资,1209,男,174,196,196,251,0,19,张杨,张杨,晋阳,晋阳,普通,无,100,,22,13,79,70,58,健康,名利,改善岁出,3,策士男,策士男,0,,,孙资,,,1
792,糜氏,769,女,176,194,194,208,1,75,陶谦,陶谦,下邳,下邳,普通,无,100,,22,9,67,68,73,健康,礼教,改善岁出,3,普通女,普通女,0,,,糜竺,,,1
976,廖立,716,男,181,200,202,250,0,71,刘备,张任,建宁,建宁,太守,功曹,100,,22,15,69,76,25,健康,名利,太学,3,自大男,自大男,0,,,廖立,,,1
101,郭女王,573,女,184,202,202,235,0,26,袁绍,袁绍,蓟,蓟,普通,无,100,,22,6,70,64,68,健康,霸道,本草学,2,妖艳女,妖艳女,0,,,郭女王,,,1
946,刘琮,193,男,195,207,0,208,1,45,,,襄阳,襄阳,未登场,无,0,,22,22,64,65,70,健康,礼教,区域振兴,3,恭敬男,恭敬男,0,,,刘表,刘表,蔡氏,2
898,陆郁生,850,女,212,224,0,266,0,121,,,吴,吴,未登场,无,0,,22,33,61,50,67,健康,礼教,贯彻政令,2,普通女,普通女,0,,,陆逊,陆绩,,2
420,邵悌,629,男,224,243,0,268,0,31,,,平原,平原,未登场,无,0,,22,16,72,65,57,健康,名利,墨守研究,3,策士男,策士男,0,,,邵悌,,,1
927,刘和,798,男,165,184,204,203,0,96,袁绍,袁绍,北平,北平,普通,无,100,,21,16,59,68,74,健康,礼教,贯彻政令,3,恭敬男,恭敬男,0,,,刘虞,刘虞,,2
632,张松,50,男,170,189,190,212,1,72,刘备,刘备,汉中,汉中,普通,中书令,120,,21,13,90,83,23,健康,名利,地势研究,4,自大男,自大男,0,,,张松,,,1
1305,司马徽,501,男,173,192,0,208,0,0,,,,,无效,无,0,,21,8,92,94,86,健康,无效,强化鱼鳞,1,无效,无效,0,,,司马徽,,,0
523,曹冲,561,男,196,207,0,208,0,25,,,许昌,许昌,未登场,无,0,,21,14,80,76,82,健康,霸道,太学,4,恭敬男,恭敬男,0,,,曹操,曹操,环氏,2
227,嵇康,917,男,224,240,0,263,1,8,,,许昌,许昌,未登场,无,0,,21,25,67,57,60,健康,名利,本草学,2,恭敬男,恭敬男,0,,,嵇康,,,1
775,万彧,424,男,240,254,0,272,1,116,,,建业,建业,未登场,无,0,,21,23,70,63,36,健康,名利,强化兵器,3,狡猾男,狡猾男,0,,,万彧,,,1
578,孙亮,216,男,243,250,0,260,0,125,,,吴,吴,未登场,无,0,,21,10,70,76,70,健康,王道,军制改革,4,恭敬男,恭敬男,0,,,孙坚,孙权,潘氏,3
353,司马朗,357,男,171,190,199,217,0,20,董卓,董卓,长安,长安,普通,别驾从事,100,,20,21,71,82,83,健康,礼教,本草学,4,恭敬男,恭敬男,0,,,司马懿,,,1
640,貂蝉,566,女,176,194,194,198,1,145,曹操,曹操,小沛,小沛,普通,无,100,,20,26,81,65,95,健康,王道,本草学,4,貂蝉,贤明女,23,,,王允,王允,,2
960,刘放,1290,男,176,195,203,250,0,19,曹操,曹操,濮阳,濮阳,普通,主簿,100,,20,15,80,73,50,健康,名利,三令五申,4,策士男,策士男,0,,,刘放,,,1
698,郑泉,1235,男,185,204,204,230,0,111,曹操,曹操,陈留,陈留,普通,无,100,,20,27,61,68,72,健康,割据,纵横术,3,策士男,策士男,0,,,郑泉,,,1
93,郭奕,310,男,187,201,201,228,0,27,曹操,曹操,小沛,小沛,普通,无,100,,20,24,70,74,28,健康,名利,太学,3,狡猾男,狡猾男,0,,,郭嘉,郭嘉,,2
516,曹植,48,男,192,206,0,232,0,25,,,许昌,许昌,未登场,无,0,,20,22,81,70,80,健康,霸道,太学,4,自大男,自大男,0,,,曹操,曹操,卞氏,2
180,桓范,319,男,199,218,0,249,1,21,,,小沛,小沛,未登场,无,0,,20,11,80,73,55,健康,名利,开发运输,4,恭敬男,恭敬男,0,,,桓范,,,1
126,夏侯楙,278,男,201,215,0,259,0,19,,,许昌,许昌,未登场,无,0,,20,7,5,21,2,健康,我道,工法改革,1,自大男,自大男,0,,,夏侯惇,夏侯惇,,2
858,羊徽瑜,1264,女,214,228,0,278,0,31,,,濮阳,濮阳,未登场,无,0,,20,14,71,65,74,健康,礼教,本草学,3,贤明女,贤明女,0,,,羊祜,,,1
305,胡冲,604,男,225,243,0,286,0,118,,,会稽,会稽,未登场,无,0,,20,18,58,71,62,健康,礼教,太学,3,普通男,普通男,0,,,胡综,胡综,,2
399,荀谌,251,男,164,184,189,208,0,85,韩馥,韩馥,邺,邺,普通,师友从事,100,,19,25,78,80,67,健康,礼教,改善岁出,3,恭敬男,恭敬男,0,,,荀彧,,,2
1401,鲁唐,2082,男,170,184,0,239,0,0,,,,,死亡,无,0,,19,11,95,65,89,健康,我道,强化锥行,3,策士男,策士男,255,,,鲁唐,,,1
645,赵达,1227,男,171,200,200,230,0,127,张超,张超,吴,会稽,普通,无,95,,19,12,66,51,59,轻症,礼教,本草学,2,恭敬男,恭敬男,0,,,赵达,,,1
128,夏侯令女,780,女,207,221,0,257,0,20,,,许昌,许昌,未登场,无,0,,19,10,71,62,73,健康,礼教,贯彻政令,2,普通女,普通女,0,,,夏侯惇,,,3
506,曹训,366,男,212,226,0,249,1,19,,,许昌,许昌,未登场,无,0,,19,37,11,13,27,健康,名利,强化鱼鳞,1,自大男,自大男,0,,,曹操,曹真,,3
87,华覈,467,男,217,236,0,278,0,131,,,吴,吴,未登场,无,0,,19,23,71,78,68,健康,名利,区域振兴,3,恭敬男,恭敬男,0,,,华覈,,,1
772,马邈,254,男,221,240,0,265,0,50,,,梓潼,梓潼,未登场,无,0,,19,12,6,35,15,健康,名利,强化方圆,1,狡猾男,狡猾男,0,,,马邈,,,1
182,韩馥,53,男,149,184,189,192,0,93,韩馥,韩馥,邺,邺,君主,无,250,,18,3,27,64,59,健康,礼教,户籍整理,2,恭敬男,恭敬男,0,,,韩馥,,,1
317,崔琰,464,男,162,184,199,216,1,20,袁绍,袁绍,蓟,蓟,普通,从事祭酒,100,,18,55,70,83,76,健康,礼教,户籍整理,4,威严男,威严男,0,,,崔琰,,,1
938,刘璋,71,男,162,184,184,219,0,55,刘备,张任,剑阁,剑阁,太守,无,195,,18,5,10,38,70,健康,礼教,开发运输,3,恭敬男,恭敬男,0,,,刘焉,刘焉,,2
563,孙邵,1210,男,163,190,195,225,0,135,袁绍,袁绍,平原,平原,普通,议曹从事,100,,18,33,79,83,71,健康,礼教,贯彻政令,4,恭敬男,恭敬男,0,,,孙邵,,,1
936,刘氏,774,女,164,184,189,205,0,101,袁绍,袁绍,北海,北海,太守,无,120,,18,17,67,59,68,健康,我道,改善岁出,2,妖艳女,妖艳女,0,袁绍,,刘氏,,,1
212,许汜,826,男,165,189,197,206,0,133,曹操,曹操,许昌,许昌,普通,无,100,,18,23,54,66,30,健康,名利,纵横术,2,狡猾男,狡猾男,0,,,许汜,,,1
63,王商,916,男,167,186,190,211,0,54,刘备,张任,云南,云南,普通,师友从事,100,,18,21,74,75,73,健康,名利,区域振兴,3,普通男,普通男,0,,,王甫,,,1
347,司马芝,1162,男,168,192,192,232,0,20,张杨,张杨,晋阳,晋阳,普通,无,100,,18,16,61,86,81,健康,王道,区域振兴,4,恭敬男,恭敬男,0,,,司马懿,,,1
1022,李斯,936,男,170,184,0,268,1,24,,,,,死亡,无,0,,18,25,87,98,56,健康,名利,户籍整理,6,策士男,策士男,0,,,李斯,,,0
778,樊氏,734,女,176,200,203,215,0,76,袁绍,袁绍,北平,北平,普通,无,100,,18,17,56,54,65,健康,王道,强化方圆,2,普通女,普通女,0,,,樊氏,,,1
220,金祎,697,男,177,197,197,218,1,58,董卓,张绣,天水,天水,普通,无,100,,18,38,63,67,64,健康,王道,火计研究,2,恭敬男,恭敬男,0,,,金旋,金旋,,2
584,大乔,567,女,177,194,194,210,0,125,刘表,刘表,柴桑,柴桑,普通,功曹,100,,18,12,73,69,92,健康,霸道,本草学,3,贤明女,贤明女,58,,,大乔,,,1
669,陈化,1229,男,180,203,203,252,0,122,孔伷,孔伷,汝南,汝南,普通,从事祭酒,100,,18,28,60,74,69,健康,礼教,纵横术,3,威严男,威严男,0,,,陈化,,,1
558,孙氏,778,女,188,203,203,250,0,125,孙坚,孙坚,南海,长沙,普通,无,100,,18,16,60,62,64,健康,礼教,改善岁出,2,普通女,普通女,0,,,孙坚,孙策,,3
394,荀恽,878,男,190,206,0,235,0,22,,,许昌,许昌,未登场,无,0,,18,12,60,66,62,健康,王道,贯彻政令,2,恭敬男,恭敬男,0,,,荀彧,荀彧,,3
622,张氏,574,女,207,221,0,237,0,75,,,蓟,蓟,未登场,无,0,,18,60,40,53,66,健康,王道,本草学,2,普通女,普通女,0,,,张飞,张飞,夏侯氏,2
238,阮籍,889,男,210,225,0,263,0,10,,,陈留,陈留,未登场,无,0,,18,22,69,61,58,健康,名利,本草学,2,自大男,自大男,0,,,阮籍,,,1
64,王沈,130,男,217,236,0,266,0,30,,,晋阳,晋阳,未登场,无,0,,18,14,66,70,40,健康,名利,墨守研究,3,狡猾男,狡猾男,0,,,王昶,,,2
79,王连,1119,男,175,201,201,224,0,59,袁术,袁术,宛,建安,普通,议曹从事,100,,17,9,69,82,66,健康,王道,区域振兴,4,普通男,普通男,0,,,王连,,,1
411,小乔,568,女,178,194,194,210,0,125,刘表,刘表,新野,新野,普通,从事祭酒,100,,17,13,74,68,92,健康,霸道,培养水军,4,普通女,普通女,59,,,大乔,,,1
841,步练师,578,女,185,199,199,238,0,125,张超,张超,吴,步练师,普通,无,100,,17,10,64,68,87,健康,王道,强化鹤翼,4,普通女,普通女,0,,,步骘,,,1
604,张温,387,男,193,210,0,231,0,118,,,吴,吴,未登场,无,0,,17,10,69,77,74,健康,名利,纵横术,3,策士男,策士男,0,,,张温,,,1
234,严氏,1145,女,164,184,189,198,1,145,董卓,张绣,天水,天水,普通,无,100,,16,20,56,45,62,健康,礼教,改善岁出,2,普通女,普通女,0,吕布,,严氏,,,1
705,程秉,403,男,172,191,195,226,0,119,袁绍,袁绍,北海,北海,普通,无,100,,16,14,68,72,65,健康,礼教,太学,3,恭敬男,恭敬男,0,,,程秉,,,1
750,杜氏,847,女,172,191,191,221,0,16,董卓,张绣,天水,天水,普通,无,100,,16,3,50,48,67,健康,割据,强化兵器,2,普通女,普通女,0,,,杜氏,,,1
